file_name,pages,file_size_kb,has_text,word_count,character_count,status,error
dsc.pdf,1,19.59,True,673,5457,Valid,
dsctaecc copy.pdf,2,27.14,True,1697,12973,Valid,
dsctaecc.pdf,2,27.14,True,1697,12973,Valid,
dsctar copy.pdf,2,26.85,True,1937,13601,Valid,
dsctar.pdf,2,26.85,True,1937,13601,Valid,
dsctassgcsccm copy.pdf,2,25.94,True,1645,12425,Valid,
dsctassgcsccm.pdf,2,25.94,True,1645,12425,Valid,
dsctawa copy.pdf,2,29.89,True,2339,16203,Valid,
dsctawa.pdf,2,29.89,True,2339,16203,Valid,
dsdais copy.pdf,1,20.48,True,889,6590,Valid,
dsdais.pdf,1,20.48,True,889,6590,Valid,
dspy copy.pdf,1,19.2,True,711,5559,Valid,
dspy.pdf,1,19.2,True,711,5559,Valid,
dsr copy.pdf,1,21.26,True,833,6237,Valid,
dsr.pdf,1,21.26,True,833,6237,Valid,
dsrupdf copy.pdf,2,32.55,True,2493,17510,Valid,
dsrupdf.pdf,2,32.55,True,2493,17510,Valid,
dtlfas copy.pdf,1,20.04,True,818,6279,Valid,
dtlfas.pdf,1,20.04,True,818,6279,Valid,
dtu-cmsguy copy.pdf,1,26.97,True,1986,13144,Valid,
dtu-cmsguy.pdf,1,26.97,True,1986,13144,Valid,
dvps copy.pdf,1,23.18,True,1055,8491,Valid,
dvps.pdf,1,23.18,True,1055,8491,Valid,
dwps copy.pdf,1,20.12,True,960,6926,Valid,
dwps.pdf,1,20.12,True,960,6926,Valid,
dysrhis copy.pdf,2,28.29,True,1886,13579,Valid,
dysrhis.pdf,2,28.29,True,1886,13579,Valid,
e-m copy.pdf,2,28.3,True,2003,14022,Valid,
e-m.pdf,2,28.3,True,2003,14022,Valid,
e-nam.pdf,2,32.33,True,2454,17261,Valid,
e-yuvasbirace-yuvafugs copy.pdf,2,27.16,True,1598,12183,Valid,
e-yuvasbirace-yuvafugs.pdf,2,27.16,True,1598,12183,Valid,
e-yuvasbiraciffpga copy.pdf,2,27.4,True,1731,13645,Valid,
e-yuvasbiraciffpga(1) copy.pdf,2,27.4,True,1731,13645,Valid,
e-yuvasbiraciffpga(1).pdf,2,27.4,True,1731,13645,Valid,
e-yuvasbiraciffpga.pdf,2,27.4,True,1731,13645,Valid,
e-yuvase-yuvac copy.pdf,3,34.65,True,2394,18861,Valid,
e-yuvase-yuvac.pdf,3,34.65,True,2394,18861,Valid,
eaabocwwb copy.pdf,1,21.3,True,994,7723,Valid,
eaabocwwb(1) copy.pdf,1,21.3,True,994,7723,Valid,
eaabocwwb(1).pdf,1,21.3,True,994,7723,Valid,
eaabocwwb.pdf,1,21.3,True,994,7723,Valid,
eaanbocwwb copy.pdf,1,21.74,True,1039,8151,Valid,
eaanbocwwb.pdf,1,21.74,True,1039,8151,Valid,
eacp copy.pdf,1,22.29,True,1096,7873,Valid,
eacp.pdf,1,22.29,True,1096,7873,Valid,
eacpppc copy.pdf,2,24.89,True,1409,10029,Valid,
eacpppc.pdf,2,24.89,True,1409,10029,Valid,
eacvc copy.pdf,1,23.19,True,1295,9337,Valid,
eacvc.pdf,1,23.19,True,1295,9337,Valid,
eacw copy.pdf,1,22.01,True,1043,7773,Valid,
eacw.pdf,1,22.01,True,1043,7773,Valid,
eacwhf-kerala copy.pdf,1,21.33,True,1024,7551,Valid,
eacwhf-kerala.pdf,1,21.33,True,1024,7551,Valid,
eapfdap copy.pdf,1,18.5,True,752,5736,Valid,
eapfdap.pdf,1,18.5,True,752,5736,Valid,
eaphdsgbocwwb copy.pdf,2,26.88,True,1638,12503,Valid,
eaphdsgbocwwb.pdf,2,26.88,True,1638,12503,Valid,
eas-glwb copy.pdf,1,19.78,True,728,5495,Valid,
eas-glwb.pdf,1,19.78,True,728,5495,Valid,
easppsccwrmbocwwb copy.pdf,2,30.69,True,2420,17796,Valid,
easppsccwrmbocwwb.pdf,2,30.69,True,2420,17796,Valid,
easukbocwwb.pdf,2,24.0,True,1249,9630,Valid,
ecdhs copy.pdf,1,20.2,True,804,6474,Valid,
ecdhs.pdf,1,20.2,True,804,6474,Valid,
edftcw copy.pdf,2,25.72,True,1499,10695,Valid,
edftcw.pdf,2,25.72,True,1499,10695,Valid,
edp-dc copy.pdf,1,19.62,True,818,6430,Valid,
edp-dc.pdf,1,19.62,True,818,6430,Valid,
edpedp copy.pdf,1,19.73,True,729,5844,Valid,
edpedp.pdf,1,19.73,True,729,5844,Valid,
edsc-st-wistem copy.pdf,2,27.24,True,1580,11860,Valid,
edsc-st-wistem.pdf,2,27.24,True,1580,11860,Valid,
ef copy.pdf,1,25.33,True,1507,11408,Valid,
ef.pdf,1,25.33,True,1507,11408,Valid,
ehftg copy.pdf,1,19.08,True,714,5205,Valid,
ehftg.pdf,1,19.08,True,714,5205,Valid,
ehsap copy.pdf,2,25.09,True,1369,9857,Valid,
ehsap.pdf,2,25.09,True,1369,9857,Valid,
ehstgs copy.pdf,1,19.53,True,709,5335,Valid,
ehstgs.pdf,1,19.53,True,709,5335,Valid,
ehttg copy.pdf,1,19.46,True,760,5567,Valid,
ehttg.pdf,1,19.46,True,760,5567,Valid,
ei-mesifai copy.pdf,1,22.4,True,1217,9004,Valid,
ei-mesifai-vi copy.pdf,2,25.28,True,1475,10932,Valid,
ei-mesifai-vi.pdf,2,25.28,True,1475,10932,Valid,
ei-mesifai.pdf,1,22.4,True,1217,9004,Valid,
els copy.pdf,1,22.92,True,1188,8675,Valid,
els.pdf,1,22.92,True,1188,8675,Valid,
epcmrs copy.pdf,1,20.18,True,807,6403,Valid,
epcmrs.pdf,1,20.18,True,807,6403,Valid,
epcw copy.pdf,1,22.8,True,1222,8842,Valid,
epcw.pdf,1,22.8,True,1222,8842,Valid,
epy-csts copy.pdf,2,24.45,True,1326,9692,Valid,
epy-csts.pdf,2,24.45,True,1326,9692,Valid,
ersych copy.pdf,1,20.03,True,848,6557,Valid,
ersych.pdf,1,20.03,True,848,6557,Valid,
esdp copy.pdf,2,31.59,True,2260,17044,Valid,
esdp.pdf,2,31.59,True,2260,17044,Valid,
ess copy.pdf,4,43.74,True,4156,30216,Valid,
ess.pdf,4,43.74,True,4156,30216,Valid,
essstj copy.pdf,1,21.75,True,935,7365,Valid,
essstj.pdf,1,21.75,True,935,7365,Valid,
etftcacotdocs.pdf,1,20.23,True,821,6242,Valid,
etsy copy.pdf,1,20.04,True,841,6466,Valid,
etsy.pdf,1,20.04,True,841,6466,Valid,
evgodrsd copy.pdf,2,25.72,True,1726,12446,Valid,
evgodrsd.pdf,2,25.72,True,1726,12446,Valid,
evrmnmasfdopwsi copy.pdf,1,20.51,True,897,6666,Valid,
evrmnmasfdopwsi.pdf,1,20.51,True,897,6666,Valid,
evrmnmasfdopwsii copy.pdf,1,20.96,True,940,7034,Valid,
evrmnmasfdopwsii.pdf,1,20.96,True,940,7034,Valid,
evtala copy.pdf,1,20.96,True,976,7586,Valid,
evtala.pdf,1,20.96,True,976,7586,Valid,
fa-gbocwwb.pdf,1,20.94,True,1047,7681,Valid,
faaadp copy.pdf,1,21.92,True,1156,8506,Valid,
faaadp.pdf,1,21.92,True,1156,8506,Valid,
faabocwwb.pdf,1,20.55,True,880,6947,Valid,
faaca copy.pdf,4,48.37,True,5012,34194,Valid,
faaca.pdf,4,48.37,True,5012,34194,Valid,
faanbocwwb.pdf,1,19.96,True,819,6395,Valid,
fabwaf copy.pdf,1,21.09,True,973,7130,Valid,
fabwaf.pdf,1,21.09,True,973,7130,Valid,
facapabgist copy.pdf,4,50.79,True,5536,37734,Valid,
facapabgist.pdf,4,50.79,True,5536,37734,Valid,
facbocwwb.pdf,1,21.04,True,993,7272,Valid,
faconp copy.pdf,3,34.07,True,2790,19626,Valid,
faconp.pdf,3,34.07,True,2790,19626,Valid,
facpwfrpfvcf copy.pdf,1,23.09,True,1237,8978,Valid,
facpwfrpfvcf.pdf,1,23.09,True,1237,8978,Valid,
facvv-nfch copy.pdf,2,27.04,True,1761,12210,Valid,
facvv-nfch.pdf,2,27.04,True,1761,12210,Valid,
facw.pdf,1,22.89,True,1253,8940,Valid,
fadbtac copy.pdf,2,33.11,True,2622,18771,Valid,
fadbtac.pdf,2,33.11,True,2622,18771,Valid,
fadc-hbocwwb copy.pdf,2,24.78,True,1458,10346,Valid,
fadc-hbocwwb.pdf,2,24.78,True,1458,10346,Valid,
fadcs copy.pdf,2,24.0,True,1317,9427,Valid,
fadcs.pdf,2,24.0,True,1317,9427,Valid,
faddbcbocwwb copy.pdf,2,25.13,True,1488,10830,Valid,
faddbcbocwwb.pdf,2,25.13,True,1488,10830,Valid,
fadse copy.pdf,1,22.06,True,1157,8600,Valid,
fadse.pdf,1,22.06,True,1157,8600,Valid,
fadsp1012e copy.pdf,1,20.81,True,892,6851,Valid,
fadsp1012e.pdf,1,20.81,True,892,6851,Valid,
fae-c copy.pdf,1,21.58,True,1008,7395,Valid,
fae-c.pdf,1,21.58,True,1008,7395,Valid,
fae-gbocwwb copy.pdf,1,20.9,True,1044,7676,Valid,
fae-gbocwwb.pdf,1,20.9,True,1044,7676,Valid,
faecrw-hbocwwb copy.pdf,2,26.68,True,1685,12066,Valid,
faecrw-hbocwwb.pdf,2,26.68,True,1685,12066,Valid,
fafpfrgnrgnwa copy.pdf,1,21.16,True,976,7197,Valid,
fafpfrgnrgnwa.pdf,1,21.16,True,976,7197,Valid,
fafps copy.pdf,1,20.87,True,896,6738,Valid,
fafps.pdf,1,20.87,True,896,6738,Valid,
fafpwsn copy.pdf,2,24.6,True,1310,9487,Valid,
fafpwsn.pdf,2,24.6,True,1310,9487,Valid,
fafspup copy.pdf,1,19.72,True,905,6628,Valid,
fafspup.pdf,1,19.72,True,905,6628,Valid,
fafvrdfparfv copy.pdf,1,21.67,True,1003,7364,Valid,
fafvrdfparfv.pdf,1,21.67,True,1003,7364,Valid,
fafwaf copy.pdf,1,21.86,True,1063,8068,Valid,
fafwaf.pdf,1,21.86,True,1063,8068,Valid,
fagh copy.pdf,1,22.13,True,1145,8189,Valid,
fagh.pdf,1,22.13,True,1145,8189,Valid,
faimcescstc copy.pdf,1,20.24,True,835,6463,Valid,
faimcescstc.pdf,1,20.24,True,835,6463,Valid,
faisbscbc copy.pdf,2,27.05,True,1883,13900,Valid,
faisbscbc.pdf,2,27.05,True,1883,13900,Valid,
fakmfs copy.pdf,1,20.67,True,891,6610,Valid,
fakmfs.pdf,1,20.67,True,891,6610,Valid,
fam-gbocwwb copy.pdf,1,20.92,True,1007,7430,Valid,
fam-gbocwwb.pdf,1,20.92,True,1007,7430,Valid,
famapbandocwwb copy.pdf,1,20.39,True,823,6463,Valid,
famapbandocwwb.pdf,1,20.39,True,823,6463,Valid,
famc-hbocwwb copy.pdf,2,26.0,True,1600,11360,Valid,
famc-hbocwwb.pdf,2,26.0,True,1600,11360,Valid,
famcofg copy.pdf,1,22.19,True,1038,7670,Valid,
famcofg.pdf,1,22.19,True,1038,7670,Valid,
famcw copy.pdf,2,24.22,True,1352,9613,Valid,
famcw.pdf,2,24.22,True,1352,9613,Valid,
famdpwog copy.pdf,2,26.86,True,1836,12164,Valid,
famdpwog.pdf,2,26.86,True,1836,12164,Valid,
fampscb copy.pdf,1,21.32,True,1026,7541,Valid,
fampscb.pdf,1,21.32,True,1026,7541,Valid,
famtw copy.pdf,2,23.91,True,1292,9360,Valid,
famtw.pdf,2,23.91,True,1292,9360,Valid,
fanf-pwd copy.pdf,2,25.94,True,1706,11962,Valid,
fanf-pwd.pdf,2,25.94,True,1706,11962,Valid,
fansgdcs copy.pdf,1,23.56,True,1270,9193,Valid,
fansgdcs.pdf,1,23.56,True,1270,9193,Valid,
faoapstbc copy.pdf,1,20.07,True,810,6104,Valid,
faoapstbc.pdf,1,20.07,True,810,6104,Valid,
faotndodap copy.pdf,1,19.8,True,824,6308,Valid,
faotndodap.pdf,1,19.8,True,824,6308,Valid,
fapbnia copy.pdf,1,20.79,True,924,6738,Valid,
fapbnia.pdf,1,20.79,True,924,6738,Valid,
fapcnfclt26ffiw copy.pdf,1,22.02,True,1063,7742,Valid,
fapcnfclt26ffiw.pdf,1,22.02,True,1063,7742,Valid,
fapfpfoobm copy.pdf,1,21.56,True,1083,7814,Valid,
fapfpfoobm.pdf,1,21.56,True,1083,7814,Valid,
fapgsprg copy.pdf,2,32.66,True,2572,18487,Valid,
fapgsprg.pdf,2,32.66,True,2572,18487,Valid,
faphfts copy.pdf,1,22.95,True,1166,8636,Valid,
faphfts.pdf,1,22.95,True,1166,8636,Valid,
fapllf copy.pdf,1,21.04,True,875,6903,Valid,
fapllf(1) copy.pdf,1,21.04,True,875,6903,Valid,
fapllf(1).pdf,1,21.04,True,875,6903,Valid,
fapllf.pdf,1,21.04,True,875,6903,Valid,
fapmdcbcbocwwb copy.pdf,2,24.65,True,1371,9942,Valid,
fapmdcbcbocwwb.pdf,2,24.65,True,1371,9942,Valid,
fapnw copy.pdf,1,22.38,True,1231,8463,Valid,
fapnw.pdf,1,22.38,True,1231,8463,Valid,
fappsra copy.pdf,2,23.64,True,1286,9465,Valid,
fappsra.pdf,2,23.64,True,1286,9465,Valid,
fapscpspi copy.pdf,1,21.26,True,961,7264,Valid,
fapscpspi.pdf,1,21.26,True,961,7264,Valid,
fapsdhacbocwwb copy.pdf,2,24.84,True,1394,10257,Valid,
fapsdhacbocwwb.pdf,2,24.84,True,1394,10257,Valid,
fapsmcbocwwb copy.pdf,2,24.41,True,1410,10052,Valid,
fapsmcbocwwb.pdf,2,24.41,True,1410,10052,Valid,
fapsna copy.pdf,1,21.33,True,1061,7511,Valid,
fapsna.pdf,1,21.33,True,1061,7511,Valid,
fapsnsrna copy.pdf,1,22.3,True,1106,8163,Valid,
fapsnsrna.pdf,1,22.3,True,1106,8163,Valid,
farfs copy.pdf,1,20.06,True,808,6284,Valid,
farfs.pdf,1,20.06,True,808,6284,Valid,
farmer-insurance.pdf,1,17.94,True,735,4951,Valid,
farppgmc copy.pdf,2,25.47,True,1531,10616,Valid,
farppgmc.pdf,2,25.47,True,1531,10616,Valid,
fas-pbaocwwb.pdf,2,23.58,True,1324,9689,Valid,
fas-pulws.pdf,1,21.39,True,1093,8414,Valid,
fascfr copy.pdf,1,21.95,True,1047,7815,Valid,
fascfr.pdf,1,21.95,True,1047,7815,Valid,
fascssmedcpei copy.pdf,1,21.19,True,951,7493,Valid,
fascssmedcpei.pdf,1,21.19,True,951,7493,Valid,
fasetdp copy.pdf,1,21.79,True,1127,8420,Valid,
fasetdp.pdf,1,21.79,True,1127,8420,Valid,
fasgbocwwb.pdf,1,19.64,True,732,5766,Valid,
fashceescbcs copy.pdf,2,27.29,True,1868,13497,Valid,
fashceescbcs(1) copy.pdf,2,27.29,True,1868,13497,Valid,
fashceescbcs(1).pdf,2,27.29,True,1868,13497,Valid,
fashceescbcs.pdf,2,27.29,True,1868,13497,Valid,
faspalscf copy.pdf,1,21.5,True,963,7313,Valid,
faspalscf.pdf,1,21.5,True,963,7313,Valid,
faspscccsnppsdppie copy.pdf,2,25.51,True,1676,12036,Valid,
faspscccsnppsdppie.pdf,2,25.51,True,1676,12036,Valid,
fasts-gbsy copy.pdf,1,20.41,True,910,6790,Valid,
fasts-gbsy.pdf,1,20.41,True,910,6790,Valid,
fasuccu copy.pdf,1,21.5,True,952,7112,Valid,
fasuccu.pdf,1,21.5,True,952,7112,Valid,
fasuofug copy.pdf,1,22.56,True,1206,8497,Valid,
fasuofug.pdf,1,22.56,True,1206,8497,Valid,
fasuseiahsri-mp copy.pdf,1,20.24,True,935,7409,Valid,
fasuseiahsri-mp.pdf,1,20.24,True,935,7409,Valid,
fatmtfeodap copy.pdf,1,19.06,True,728,5590,Valid,
fatmtfeodap.pdf,1,19.06,True,728,5590,Valid,
fatpomo2t5ffttfc copy.pdf,1,21.69,True,1061,7621,Valid,
fatpomo2t5ffttfc.pdf,1,21.69,True,1061,7621,Valid,
fatpsfha copy.pdf,1,20.4,True,892,6700,Valid,
fatpsfha.pdf,1,20.4,True,892,6700,Valid,
fatuvas copy.pdf,1,21.34,True,931,7116,Valid,
fatuvas.pdf,1,21.34,True,931,7116,Valid,
favct copy.pdf,1,21.67,True,1100,8409,Valid,
favct.pdf,1,21.67,True,1100,8409,Valid,
favia copy.pdf,1,21.69,True,1047,7539,Valid,
favia.pdf,1,21.69,True,1047,7539,Valid,
fawdsddaw copy.pdf,2,26.38,True,1810,11922,Valid,
fawdsddaw.pdf,2,26.38,True,1810,11922,Valid,
fawgav copy.pdf,1,21.39,True,1229,8293,Valid,
fawgav.pdf,1,21.39,True,1229,8293,Valid,
fbascs.pdf,1,21.65,True,1003,7440,Valid,
fbmbocwwb.pdf,1,19.93,True,737,6218,Valid,
fbpmp.pdf,1,20.97,True,916,6849,Valid,
fc-giapswb.pdf,1,19.34,True,708,5676,Valid,
fcds.pdf,1,19.53,True,617,5177,Valid,
fcfswd.pdf,2,24.7,True,1469,10986,Valid,
fcscgsssixssy.pdf,1,18.38,True,595,4621,Valid,
fcssos.pdf,2,29.08,True,2085,14560,Valid,
fcsv.pdf,2,28.74,True,2068,14598,Valid,
fdbcsc.pdf,1,20.18,True,870,6517,Valid,
fdrdap.pdf,1,21.57,True,951,7226,Valid,
fds(1).pdf,1,20.0,True,715,5692,Valid,
fds.pdf,1,20.0,True,715,5692,Valid,
feed-the-seed copy.pdf,2,24.68,True,1530,10715,Valid,
feed-the-seed.pdf,2,24.68,True,1530,10715,Valid,
fesmwpnie.pdf,2,28.3,True,2039,14431,Valid,
ffaapbandocwwb.pdf,1,18.92,True,665,5164,Valid,
ffes copy.pdf,1,21.16,True,847,6933,Valid,
ffes.pdf,1,21.16,True,847,6933,Valid,
ffsfm copy.pdf,2,25.17,True,1347,9688,Valid,
ffsfm.pdf,2,25.17,True,1347,9688,Valid,
fg-sw.pdf,1,22.2,True,1095,8311,Valid,
fgc copy.pdf,1,22.66,True,1189,8923,Valid,
fgc.pdf,1,22.66,True,1189,8923,Valid,
fgrmb-faascdmf copy.pdf,1,21.95,True,1208,9228,Valid,
fgrmb-faascdmf.pdf,1,21.95,True,1208,9228,Valid,
fhdfh.pdf,1,17.96,True,610,4551,Valid,
fimdgc.pdf,1,21.75,True,1111,8131,Valid,
financial-assistance-scheme copy.pdf,5,55.39,True,6121,41993,Valid,
financial-assistance-scheme.pdf,5,55.39,True,6121,41993,Valid,
fmcmp.pdf,1,20.3,True,891,6841,Valid,
fmscspscc.pdf,1,17.32,True,478,3856,Valid,
fmtaspsstc.pdf,1,17.68,True,502,4024,Valid,
fmtsfpwd.pdf,1,21.9,True,1044,7980,Valid,
fmuifdsgc.pdf,1,17.39,True,469,3870,Valid,
fp-gbocwwb copy.pdf,1,21.51,True,1079,7846,Valid,
fp-gbocwwb.pdf,1,21.51,True,1079,7846,Valid,
fpc.pdf,1,18.87,True,573,4838,Valid,
fpktnk copy.pdf,1,21.3,True,794,6023,Valid,
fpktnk.pdf,1,21.3,True,794,6023,Valid,
fpmbocwwb copy.pdf,1,20.37,True,810,6511,Valid,
fpmbocwwb.pdf,1,20.37,True,810,6511,Valid,
frs copy.pdf,1,20.72,True,962,7257,Valid,
frs.pdf,1,20.72,True,962,7257,Valid,
fs.pdf,1,19.82,True,811,6408,Valid,
fsdcwdw copy.pdf,1,20.34,True,993,6993,Valid,
fsdcwdw(1) copy.pdf,1,20.34,True,993,6993,Valid,
fsdcwdw(1).pdf,1,20.34,True,993,6993,Valid,
fsdcwdw.pdf,1,20.34,True,993,6993,Valid,
fseg copy.pdf,2,26.75,True,1699,11875,Valid,
fseg.pdf,2,26.75,True,1699,11875,Valid,
fsmpscsmsgs copy.pdf,1,21.41,True,959,7356,Valid,
fsmpscsmsgs.pdf,1,21.41,True,959,7356,Valid,
fspip.pdf,2,27.99,True,1879,13996,Valid,
fsppv.pdf,1,19.62,True,793,6102,Valid,
fsr copy.pdf,1,22.34,True,1030,7382,Valid,
fsr.pdf,1,22.34,True,1030,7382,Valid,
fsrpp.pdf,1,18.98,True,742,5749,Valid,
fss copy.pdf,1,21.67,True,1106,8591,Valid,
fss.pdf,1,21.67,True,1106,8591,Valid,
fssaiis.pdf,2,26.22,True,1495,10990,Valid,
fssdpp.pdf,1,19.24,True,797,6027,Valid,
ftis copy.pdf,1,19.17,True,671,5504,Valid,
ftis.pdf,1,19.17,True,671,5504,Valid,
ftstbdp.pdf,1,20.37,True,830,6045,Valid,
ftthip.pdf,1,19.0,True,777,6028,Valid,
fwsscstsphe copy.pdf,1,21.25,True,1280,9061,Valid,
fwsscstsphe.pdf,1,21.25,True,1280,9061,Valid,
gaoah.pdf,1,21.42,True,1126,7863,Valid,
gas.pdf,2,25.19,True,1500,10544,Valid,
gascstpsfcad.pdf,1,19.55,True,894,6158,Valid,
gbs.pdf,1,20.75,True,799,6080,Valid,
gbsy.pdf,1,20.69,True,850,6655,Valid,
gccsa-dc copy.pdf,1,19.59,True,793,6166,Valid,
gccsa-dc.pdf,1,19.59,True,793,6166,Valid,
gcrsp-p2 copy.pdf,2,29.72,True,2033,14393,Valid,
gcrsp-p2.pdf,2,29.72,True,2033,14393,Valid,
gefm-mesifai-sa-msme copy.pdf,1,21.11,True,1103,8152,Valid,
gefm-mesifai-sa-msme.pdf,1,21.11,True,1103,8152,Valid,
gfadap.pdf,1,21.41,True,953,7245,Valid,
gfaffeoadp.pdf,1,19.1,True,761,5928,Valid,
gfampmblpl.pdf,1,22.8,True,1278,9277,Valid,
gfapphoogcws81s.pdf,1,21.63,True,1133,8038,Valid,
gfaprp.pdf,1,20.24,True,1010,7690,Valid,
gfapscplw.pdf,1,20.82,True,1011,7550,Valid,
gfaptnsgciwe-glwb.pdf,1,20.53,True,953,7406,Valid,
gfasgciwes1t4ssosu.pdf,1,20.81,True,1069,7672,Valid,
gfsdapomv.pdf,1,21.97,True,1072,7840,Valid,
ggay.pdf,1,18.22,True,670,4941,Valid,
gghas.pdf,2,24.0,True,1267,9339,Valid,
ggs-glwb.pdf,1,21.31,True,920,6918,Valid,
ggssgbocwwb.pdf,1,21.98,True,1058,7847,Valid,
ggssnc-goa.pdf,1,21.06,True,1087,7868,Valid,
ggtwsgbocwwb.pdf,1,21.05,True,1011,7677,Valid,
gh.pdf,1,22.67,True,1057,7677,Valid,
ghcsscp.pdf,1,20.19,True,814,6532,Valid,
ghfwwgs.pdf,1,21.63,True,1075,7877,Valid,
ghpklsy.pdf,1,21.62,True,1022,7721,Valid,
ghs-pudu copy.pdf,1,20.72,True,940,7338,Valid,
ghs-pudu.pdf,1,20.72,True,940,7338,Valid,
giaiacinpsc copy.pdf,1,19.86,True,863,6581,Valid,
giaiacinpsc.pdf,1,19.86,True,863,6581,Valid,
giango.pdf,1,21.11,True,886,7185,Valid,
giaspfammwshg.pdf,2,23.66,True,1304,9636,Valid,
giatb.pdf,1,19.79,True,750,5670,Valid,
giatngorhcavpusd.pdf,1,22.74,True,1154,8381,Valid,
giatprbm.pdf,1,21.55,True,1098,7966,Valid,
giceis.pdf,1,23.0,True,1184,8529,Valid,
gidapge.pdf,1,20.42,True,865,6545,Valid,
gifogc-fp.pdf,1,22.17,True,1293,9079,Valid,
gimbdapnp.pdf,1,21.27,True,940,7604,Valid,
gimdap.pdf,1,22.99,True,1129,8641,Valid,
gitanjali-housing(1).pdf,2,30.38,True,2367,16437,Valid,
gitanjali-housing.pdf,2,30.38,True,2367,16437,Valid,
gkb.pdf,1,18.76,True,609,4548,Valid,
gkccsy.pdf,1,19.34,True,735,5820,Valid,
gks.pdf,1,19.84,True,817,6128,Valid,
gmawd.pdf,1,21.44,True,1064,7726,Valid,
gmgmach.pdf,1,19.67,True,761,5833,Valid,
gmkhsps.pdf,1,19.34,True,750,5807,Valid,
gmmacl-dc copy.pdf,1,20.22,True,864,6794,Valid,
gmmacl-dc.pdf,1,20.22,True,864,6794,Valid,
gmmacl-ds copy.pdf,1,20.54,True,933,6999,Valid,
gmmacl-ds.pdf,1,20.54,True,933,6999,Valid,
gmwesnil-sw.pdf,1,21.82,True,1069,8040,Valid,
gnc.pdf,1,21.4,True,1008,7572,Valid,
gny.pdf,1,19.92,True,897,6486,Valid,
gobardhan.pdf,2,27.04,True,1715,12817,Valid,
goc.pdf,3,37.33,True,3493,24492,Valid,
gopinath-munde-shetkari-apghat-suraksha-sanugrah-audhan-yojana.pdf,2,25.75,True,1583,10556,Valid,
gpabocwwb.pdf,2,23.67,True,1333,9547,Valid,
gpaiscw.pdf,1,22.25,True,1195,8297,Valid,
gpmsup.pdf,1,20.26,True,797,6492,Valid,
gps.pdf,2,23.64,True,1286,9391,Valid,
gpt-hbocwwb.pdf,1,21.85,True,1126,8025,Valid,
gpwrtcw.pdf,1,22.85,True,1289,8993,Valid,
gpy.pdf,1,18.96,True,726,5084,Valid,
gqcrc.pdf,2,24.26,True,1270,9901,Valid,
grama-jyothi.pdf,2,29.75,True,2319,16448,Valid,
grants-in-aid-to-scst-patients.pdf,1,21.67,True,1283,9002,Valid,
gras.pdf,1,21.93,True,1222,8813,Valid,
grsscgs.pdf,1,20.81,True,1046,7615,Valid,
gs-mesifai copy.pdf,1,21.98,True,1149,8694,Valid,
gs-mesifai-vi copy.pdf,2,26.01,True,1654,12219,Valid,
gs-mesifai-vi.pdf,2,26.01,True,1654,12219,Valid,
gs-mesifai.pdf,1,21.98,True,1149,8694,Valid,
gs-tn.pdf,1,21.03,True,940,6866,Valid,
gs-west-bengal.pdf,1,21.38,True,939,6856,Valid,
gsblbla.pdf,1,22.26,True,1263,8822,Valid,
gsca.pdf,2,24.69,True,1410,9746,Valid,
gscai.pdf,1,21.62,True,1107,8141,Valid,
gsdat.pdf,1,20.06,True,837,6501,Valid,
gsdatvti.pdf,1,20.65,True,898,7042,Valid,
gsgos.pdf,1,19.28,True,766,5726,Valid,
gshhs.pdf,1,18.86,True,696,5177,Valid,
gshtn.pdf,1,20.15,True,839,6610,Valid,
gsis-icfsfpu.pdf,1,20.31,True,924,7073,Valid,
gsp.pdf,1,20.23,True,933,6753,Valid,
gspaa-dfwasaofbc.pdf,1,22.43,True,1161,8363,Valid,
gspmbws.pdf,1,19.93,True,855,6527,Valid,
gspmsfv.pdf,1,22.1,True,1226,8701,Valid,
gspv(1).pdf,1,21.38,True,1114,8187,Valid,
gspv.pdf,1,21.38,True,1114,8187,Valid,
gsrmp-dc copy.pdf,1,19.41,True,760,6036,Valid,
gsrmp-dc.pdf,1,19.41,True,760,6036,Valid,
gssa-ds copy.pdf,1,19.4,True,814,6353,Valid,
gssa-ds.pdf,1,19.4,True,814,6353,Valid,
gssby.pdf,1,20.78,True,920,6999,Valid,
gssvhhi.pdf,1,20.28,True,871,6812,Valid,
gssy.pdf,2,25.26,True,1462,10524,Valid,
gstecs.pdf,1,22.1,True,1213,8491,Valid,
gsvsps.pdf,1,21.2,True,880,6802,Valid,
gtadap.pdf,1,20.86,True,925,6934,Valid,
gtegp.pdf,2,28.97,True,1893,13827,Valid,
gtvtswsawwws.pdf,2,27.75,True,1872,14008,Valid,
gva.pdf,1,22.29,True,1175,8700,Valid,
gvatbshsdocfvs.pdf,1,21.41,True,993,7152,Valid,
gvmccgs.pdf,1,22.1,True,1193,8417,Valid,
gwpss.pdf,2,23.3,True,1464,9948,Valid,
gws.pdf,1,18.92,True,542,4178,Valid,
gwwh.pdf,1,19.61,True,849,6316,Valid,
hag-sw.pdf,1,21.94,True,1093,8052,Valid,
haps.pdf,1,19.43,True,769,5798,Valid,
haritha-haram.pdf,2,30.58,True,2482,18094,Valid,
hascmcwgbocwwb.pdf,1,17.97,True,571,4711,Valid,
hasukbocwwb.pdf,1,21.73,True,1034,7727,Valid,
hc-uabocwwb.pdf,1,22.09,True,1117,8591,Valid,
hdps.pdf,1,21.97,True,1061,7649,Valid,
